item_code,item_description,china_or_local,lead_time_days,total_sales,avg_daily_sales,stddev_qty,safety_stock,reorder_level,maximum_level
GAOZHIJU 3 METER TELESCOPIC PRUNER WITH SAW,GAOZHIJU 3Mtr TELESCOPIC PRUNER W/SAW,CHINA STOCK,45,1,0.0083,0.09,2,2,2
2801009253,AP684 4G T-ADAP NEON,LOCAL STOCK,5,3,0.025,0.24,1,2,2
G12#,G12# S/STEEL ELECTRODE,LOCAL STOCK,5,3,0.025,0.27,2,2,2
YASEN GREY WATERPROOF SPRAY 700ML,GREY WATERPROOF SPRAY,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"G.I. VALVE SOCKET 1/2""","G.I V/SOCKET 1/2""",LOCAL STOCK,5,5,0.0417,0.24,1,2,2
CX SERIES DIGITAL SCALE 200G x 0.01G,CX DIGITAL SCALE 200G,CHINA STOCK,45,1,0.0083,0.09,2,2,2
S/S SAFETY BUCKLE M10,S/S SAFETY BUCKLE M10,CHINA STOCK,45,1,0.0083,0.09,2,2,2
S/S SAFETY BUCKLE M11,S/S SAFETY BUCKLE M11,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"1"" X 3/4"" (25MM X 20MM)","1"" X 3/4"" PVC R/ELBOW",LOCAL STOCK,5,5,0.0417,0.27,2,2,2
S/S SAFETY BUCKLE WITH EYELET M10,S/S SAFETY BUCKLE WITH RING M10,CHINA STOCK,45,1,0.0083,0.09,2,2,2
YB-A09,CAPACITOR 1.5UF,LOCAL STOCK,5,4,0.0333,0.29,2,2,2
19CM OIL FUNNEL,19CM OIL FUNNEL,CHINA STOCK,45,1,0.0083,0.09,2,2,2
2801007010,3G/2M EXT SOC 2USB ES313U,LOCAL STOCK,5,5,0.0417,0.24,1,2,2
19MM DEEP LONG SOCKET 6POINT,"1/2"" L/SOCKET 6PT M19",CHINA STOCK,45,1,0.0083,0.09,2,2,2
G-21LF100TPU,"MD 4"" RIGID CASTOR",LOCAL STOCK,5,4,0.0333,0.37,2,2,2
19MM DEEP LONG SOCKET 6POINT BLACK,"1/2"" L/SOCKET 6PT M19 BLK",CHINA STOCK,45,1,0.0083,0.09,2,2,2
FS100,FIRE STARTER,LOCAL STOCK,5,6,0.05,0.22,1,2,2
YDB03,"3"" YEROY S/S DOOR BOLT",LOCAL STOCK,5,3,0.025,0.27,2,2,2
"28"" RUBBER CONE GREEN","28"" RUBBER CONE GREEN",CHINA STOCK,45,1,0.0083,0.09,2,2,2
FOLDING STOOL,FOLDING STOOL,CHINA STOCK,45,1,0.0083,0.09,2,2,2
FOLDING CAMPING KNIFE,FOLDING CAMPING KNIFE,CHINA STOCK,45,1,0.0083,0.09,2,2,2
FOLDABLE CAMPING CHAIR,FOLDABLE CAMPING CHAIR,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"28"" BRICK HAND SAW (LIGHT WEIGHT BLOCK SAW)","28"" BRICK HAND SAW",CHINA STOCK,45,1,0.0083,0.09,2,2,2
27MM RATCHET HAND SOCKET 6POINT,1/2??R.SOCKET 6PT M27,CHINA STOCK,45,1,0.0083,0.09,2,2,2
FLOOR TILE LEVELING PLIER,FLOOR TILE LEVELING PLIER,CHINA STOCK,45,1,0.0083,0.09,2,2,2
YDMC608 CASEMENT HDL-BLK-R,YDMC608 CASEMENT HDL-BLK-R,CHINA STOCK,45,1,0.0083,0.09,2,2,2
YDMC608 CASEMENT HDL-WHT-R,YDMC608 CASEMENT HDL-WHT-R,CHINA STOCK,45,1,0.0083,0.09,2,2,2
27MM DOMINO CLAW HAMMER FIBER,27MM D.CLAW HAMMER FIBER HDL,LOCAL STOCK,5,5,0.0417,0.24,1,2,2
27MM DEEP LONG SOCKET 6POINT BLACK,"1/2"" L/SOCKET 6PT M27 BLK",CHINA STOCK,45,1,0.0083,0.09,2,2,2
27MM COMBINATION SPANNER/WRENCH,27MM C.SPANNER,CHINA STOCK,45,1,0.0083,0.09,2,2,2
FH-5018 ELECTRIC RECIPROCATING SAW,FH-5018 ELEC RECIPROCATING SAW,CHINA STOCK,45,1,0.0083,0.09,2,2,2
S/STEEL HOSE CLIP 40-64MM,S/S HOSE CLIP 40-63MM,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SPIRAL SDS PAINT MIXER FLAT 120x600MM,"SPIRAL SDS PAINT MIXER FLAT 5""x24""",CHINA STOCK,45,1,0.0083,0.09,2,2,2
26MM COMBINATION SPANNER/WRENCH,26MM C.SPANNER,CHINA STOCK,45,1,0.0083,0.09,2,2,2
26173,1020 MAGN BITS 2x60MM,LOCAL STOCK,5,6,0.05,0.25,1,2,2
"YEZEWIN S/S BARREL BOLT 6""","S/S BARREL BOLT 6""",CHINA STOCK,45,1,0.0083,0.09,2,2,2
FF-W05,50x50x20x2.0MM L BRAC,LOCAL STOCK,5,5,0.0417,0.3,2,2,2
SPARKS 101AC SINGLE DEADBOLT LOCK,SPARKS 101AC S/DEADBOLT LOCK,CHINA STOCK,45,1,0.0083,0.09,2,2,2
FF-76X16X1.8 JOINT BRACKET,76x16x1.8 S/S JOINT BRAC,LOCAL STOCK,5,6,0.05,0.25,1,2,2
DEDRA CARBIDE GLASS BIT 10MM (+),DEDRA 10MM GLASS BIT (+),CHINA STOCK,45,1,0.0083,0.09,2,2,2
DEDRA DIAMOND SAW BLADE 105x20MM,"DEDRA WET DIAMOND WHEEL 4""",CHINA STOCK,45,1,0.0083,0.09,2,2,2
DEKECR-V G-10052 12PCS SOCKET SET,G-10052 12PCS SOCKET SET,CHINA STOCK,45,1,0.0083,0.09,2,2,2
2608602523,"B-4"" UNIVERSAL DRY DIAMOND DISC",CHINA STOCK,45,1,0.0083,0.09,2,2,2
"1"" BRASS SPRING CHECK VALVE","1"" B.SPRING CHECK VALVE",CHINA STOCK,45,1,0.0083,0.09,2,2,2
FF-105,1.2 X 20M PVC COATED WIRE,LOCAL STOCK,5,5,0.0417,0.24,1,2,2
S/STEEL POINT SHOVEL - SMALL,"S/STEEL POINT SHOVEL 4.5""x23""",CHINA STOCK,45,1,0.0083,0.09,2,2,2
S/STEEL SIDE SCRAPER 300MM,"S/STEEL PUTYY KNIFE 12""",CHINA STOCK,45,1,0.0083,0.09,2,2,2
FENIKC 21V CORDLESS IMPACT WRENCH,FENIKC 21V 550N IMPACT WRENCH,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"S/STEEL SQUARE DOOR LATCH 4""","S/STEEL SQ DOOR LATCH 4""",CHINA STOCK,45,1,0.0083,0.09,2,2,2
2 FUNCTION HAND SHOWER HEAD BLK,2 FUNC HAND SHOWER BLK,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DH-3035,DH-3035 DUHENG MAX UTILITY KNIFE,CHINA STOCK,45,1,0.0083,0.09,2,2,2
2 METER MANUAL OIL PUMP,2M MANUAL OIL PUMP,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"25MMX3/4"" PPRTFS(P/TS)","25x3/4"" PPR F.SOC(P/T)",CHINA STOCK,45,1,0.0083,0.09,2,2,2
2 WAY LINE COLOR SCREWDRIVER,2 WAY COLOR S/DRIVER,CHINA STOCK,45,1,0.0083,0.09,2,2,2
2 WHEEL FOLD TROLLEY 100CM,2 WHEEL FOLD TROLLEY 100CM,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DH-CJY002-100 100M LASER DISTANCER METER,DH-CJY002-100 100M LASER DISTANCER METER,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"DH-DX00024 24""(600MM) H/D BOLT CUTTER","24""(600MM) H/D BOLT CUTTER",CHINA STOCK,45,1,0.0083,0.09,2,2,2
DH-M3077,DH-M3077 DUHENG MAX UTILITY KNIFE,CHINA STOCK,45,1,0.0083,0.09,2,2,2
S01302 4PC S/S HOOK,S01302 4PC S/S HOOK,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SOG INSTINCT FIXED BLADE KNIFE,SOG INSTINCT KNIFE,CHINA STOCK,45,1,0.0083,0.09,2,2,2
1 TON G209 BOLT SCREW PIN BOW SHACKLE,1 TON SCREW SHACKLE,CHINA STOCK,45,1,0.0083,0.09,2,2,2
YINJIAHONG 13.0MM X 160MM SDS CROSS BIT,13.0x160MM SDS CROSS BIT,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DIAMOND HOLE SAW 25MM,25MM DIAMOND HOLE SAW GOLD,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DIAMOND HOLE SAW 60MM,60MM DIAMOND HOLE SAW GOLD,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DIAMOND HOLE SAW 6MM,6MM DIAMOND HOLE SAW GOLD,CHINA STOCK,45,1,0.0083,0.09,2,2,2
YINJIAHONG 14.0MM X 160MM SDS CROSS BIT,14.0x160MM SDS CROSS BIT,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DIGITAL FOLDING WALKING MEASURING BIG WHEEL,"12"" DIGITAL FOLDING MEASURE WHEEL",CHINA STOCK,45,1,0.0083,0.09,2,2,2
YINJIAHONG 16.0MM X 210MM SDS CROSS BIT,16.0x210MM SDS CROSS BIT,CHINA STOCK,45,1,0.0083,0.09,2,2,2
FDB-840,FELTON DUSTBIN 18 GALLON-840,LOCAL STOCK,5,4,0.0333,0.29,2,2,2
"25MMX1/2"" PPRTFT(P/TT)","25MMX1/2"" PPR F.TEE (P/T)",CHINA STOCK,45,1,0.0083,0.09,2,2,2
"DIVO 1/2"" - 3/4"" - 1""  TAP ADAPTOR","DIVO 1/2"" - 3/4"" - 1""  TAP ADAPTOR",CHINA STOCK,45,1,0.0083,0.09,2,2,2
"DIVO 1/2"" HOSE CONNECTOR W/STOP","DIVO 1/2"" HOSE CONNECTOR W/STOP",CHINA STOCK,45,1,0.0083,0.09,2,2,2
DIVO 7 FUNCTION SPRAY GUN GRY,DIVO 7 FUNCTION SPRAY GUN GRY,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"25MMX1/2"" BUTE-PE FEMALE S.","25 X 1/2"" B-PE F.SOCKET",LOCAL STOCK,5,4,0.0333,0.29,2,2,2
25MM X 20MM S/S REDUCING SOCKE,"1"" X 3/4"" S/S R/SOCKET",LOCAL STOCK,5,5,0.0417,0.24,1,2,2
"1 1/2"" X 1"" PVC RED SOCKET D","1 1/2"" X 1"" PVC R/SOCKET",LOCAL STOCK,5,5,0.0417,0.24,1,2,2
"1 1/2"" TYPE E BRACKET (ZINC)","1 1/2"" TYPE E BRACKET",LOCAL STOCK,5,4,0.0333,0.37,2,2,2
FASTER NAME PEN 700 RED,FASTER NAME PEN 700 RED,LOCAL STOCK,5,6,0.05,0.22,1,2,2
25MM SLOCK BRASS PADLOCK,25MM SLOCK B.PADLOCK,LOCAL STOCK,5,6,0.05,0.22,1,2,2
FANR,FAN HOOK RUBBER,LOCAL STOCK,5,5,0.0417,0.27,2,2,2
FAN HOOK C/W WALL PLUG,FAN HOOK WALL PLUG,LOCAL STOCK,5,4,0.0333,0.37,2,2,2
SMCS2G7M,2G M/C S/SKT 7076X7M,LOCAL STOCK,5,7,0.0583,0.24,1,2,2
YINJIAHONG 20.0MM X 210MM SDS CROSS BIT,20.0x210MM SDS CROSS BIT,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SMCS1G5M,1G M/C S/SKT 7076X5M,LOCAL STOCK,5,5,0.0417,0.27,2,2,2
25METER WATER HOSE REEL,25MTR WATER HOSE REEL,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"2"" X 1 1/4"" PVC REDUCING SOCKE","2"" X 1-1/4"" PVC R/SOCKET",LOCAL STOCK,5,3,0.025,0.27,2,2,2
"YONG BAO 10"" CURVED LOCKING PLIER","10"" CURVED LOCKING PLIER",CHINA STOCK,45,1,0.0083,0.09,2,2,2
S027-3,"1-1/2"" GOLD SCREW HOOK",CHINA STOCK,45,1,0.0083,0.09,2,2,2
SLEDGE HAMMER 3LB BLACK,3LB SLEDGE HAMMER BLK,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SK5 300MM PRUNING SAW,SK5 300MM PRUNING SAW,CHINA STOCK,45,1,0.0083,0.09,2,2,2
2503001018,"1"" PVC TEE BOX(3 WAY BOX)",LOCAL STOCK,5,4,0.0333,0.26,1,2,2
DRAIN CLEANER 9MM X 10M,DRAIN CLEANER 9MM X 10M,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DRAIN CLEANER 9MM X 5M,DRAIN CLEANER 9MM X 5M,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"YOUSHENG 6""(180MM) WALL BOARD SAW","YOSN 6"" WALL BOARD SAW",CHINA STOCK,45,1,0.0083,0.09,2,2,2
2503001015,"1"" PVC INSP TEE",LOCAL STOCK,5,4,0.0333,0.29,2,2,2
2.0 METER RETRACTABLE CLOTH HANGER 3 BAR,2.0M RETRACTABLE C/HANGER,CHINA STOCK,45,1,0.0083,0.09,2,2,2
S151-2,EVA ROUND FELT PAD 35MM 18'S,CHINA STOCK,45,1,0.0083,0.09,2,2,2
F4003 IFAN 25CM PVC FLEXIBLE HOSE,"10"" IFAN PVC FLEX/HOSE",CHINA STOCK,45,1,0.0083,0.09,2,2,2
DS-9 300G DONGSHAN PLUMB BOB,300G PLUMB BOB,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"SK-5 8"" PRUNING SHEAR","SK-5 8"" PRUNING SHEAR CURVE",CHINA STOCK,45,1,0.0083,0.09,2,2,2
2502001013,13A PLUG TOP BLK,LOCAL STOCK,5,6,0.05,0.25,1,2,2
S501D RS,WOOD HDL SHOVEL-FLAT,LOCAL STOCK,5,6,0.05,0.25,1,2,2
054-8MMx10M  WHITE ROPE,92016 8MM X 10M WHITE ROPE,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SK-137-SHW,SK137 4 FUNC HAND SHOWER,LOCAL STOCK,5,7,0.0583,0.24,1,2,2
EZF-4UT44,EZ UNION TEE,LOCAL STOCK,5,5,0.0417,0.24,1,2,2
052-10 5MMx10M  WHITE ROPE,5MM X 10M WHITE ROPE,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DS-FH450 - PACK,"FH450 #8x2"" S.D.SCREWS",LOCAL STOCK,5,6,0.05,0.25,1,2,2
EW704SS,704SS FLEX/WALL SINK TAP,LOCAL STOCK,5,6,0.05,0.22,1,2,2
"SAD-AS_35 14""(350MM) MITRE SAW BOX","SAD-AS_35 14"" MITRE BOX",CHINA STOCK,45,1,0.0083,0.09,2,2,2
YTZ8/21/MGM/GD,YTZ8-21/GD 2G1W SWITCH -GOLD,LOCAL STOCK,5,4,0.0333,0.29,2,2,2
SAFETY BATON LIGHT 3 MODE WITH RED & GREEN COLOR,S.BATON LIGHT RED/GRN COLOR,CHINA STOCK,45,1,0.0083,0.09,2,2,2
YUNHETU FLAME GUN YT818,YT818 FLAME GUN,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SAFETY VEST NETTING GREEN,SAFETY VEST GRN - NET,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DS-HW665,"HW665 12x2-1/2"" S.D.SCREW",CHINA STOCK,45,1,0.0083,0.09,2,2,2
"24"" H/D BOLT CUTTER","24"" H/D BOLT CUTTER",CHINA STOCK,45,1,0.0083,0.09,2,2,2
EW600,EW600 WALL SINK TAP,LOCAL STOCK,5,6,0.05,0.22,1,2,2
2.0M PVC WASHER HOSE GREY,2.0M PVC WASHER HOSE GREY,CHINA STOCK,45,0,0,0.13,2,2,2
23MM COMBINATION SPANNER/WRENCH,23MM C.SPANNER,CHINA STOCK,45,1,0.0083,0.09,2,2,2
22MM G.WIRE ROPE CLIP,22MM G.WIRE ROPE CLIP,CHINA STOCK,45,1,0.0083,0.09,2,2,2
2.2+2.2 A-TYPE TELESCOPIC LADDER 14STEP,2.2+2.2M D/SIDED TELESCOPIC LADDER 14Step,CHINA STOCK,45,1,0.0083,0.09,2,2,2
ER(E9)20MM,20MM POLY EQUAL BEND,LOCAL STOCK,5,4,0.0333,0.29,2,2,2
SBH-70,WALKIE TALKIE 2PCS,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SCP SKIM CLOG,SKIM CLOG REMOVER,LOCAL STOCK,5,6,0.05,0.22,1,2,2
2201001002,10A/1P MCB (EPS),LOCAL STOCK,5,5,0.0417,0.3,2,2,2
"SCRAPER 3""","MILD STEEL SCRAPER 3""",LOCAL STOCK,5,4,0.0333,0.37,2,2,2
2115X3'X40' BRC NEETING - FEET,"2""X1""X3' W/WIRE MESH",LOCAL STOCK,5,3,0.025,0.27,2,2,2
"SCRAPER 5""","MILD STEEL SCRAPER 5""",LOCAL STOCK,5,4,0.0333,0.37,2,2,2
2101001015,LED KELUAR SIGN,LOCAL STOCK,5,4,0.0333,0.29,2,2,2
YY-1818 DOUBLE FUNCTION HEAD,YY-1818 DOUBLE FUNCTION HEAD,CHINA STOCK,45,1,0.0083,0.09,2,2,2
20x3.4 PPR PN25 4MTR PIPE (HOT & COLD),20MMx4Mtr PPR PIPE PN25 (H&C),CHINA STOCK,45,1,0.0083,0.09,2,2,2
SIVB7,"7"" SIDE INLET VALVE",LOCAL STOCK,5,7,0.0583,0.24,1,2,2
DUHENGMAX DH-MZ03151 4PCS FIRMER CHISEL SET,DH-MZ03151 4PCS FIRMER CHISEL SET,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DUSTPAN TIN W/ WOODEN HDL  SMALL,DUSTPAN TIN W/ WOODEN HDL SMALL,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DUSTPAN TIN W/ WOODEN HDL MEDIUM,DUSTPAN TIN W/ WOODEN HDL MEDIUM,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DVG600132/DAVCOGROUT13,3.5KG GROUT FILLA-GREY,LOCAL STOCK,5,6,0.05,0.25,1,2,2
DX3038,2W LARGE FOLD TROLLEY,CHINA STOCK,45,1,0.0083,0.09,2,2,2
20MMx15MM S/S R/SOCKET,"3/4""x1/2"" S/S R/SOCKET",LOCAL STOCK,5,5,0.0417,0.24,1,2,2
DZL18-20 3GX1.5x30M CABLE REEL RED,3GX1.5x30M EXTENSION CABLE REEL RED,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DZL18-32A 3GX1.5x30M CABLE REEL,3GX1.5x30M EXTENSION CABLE REEL,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"ER (E10) 25MM X 3/4""","25MMx3/4"" POLY MALE BEND",LOCAL STOCK,5,3,0.025,0.27,2,2,2
"SCREWDRIVER 5""X5(-)","5""x5MM(-) COLOR S/DRIVER",CHINA STOCK,45,1,0.0083,0.09,2,2,2
"20MMX3/4"" PPRTFE(P/TE)","20x3/4"" PPR F.ELBOW(PT)",CHINA STOCK,45,1,0.0083,0.09,2,2,2
EP75,EP75 PILLAR SINK TAP,LOCAL STOCK,5,6,0.05,0.22,1,2,2
E2W505,E2W505 2WAY TAP W/HOLDER,LOCAL STOCK,5,3,0.025,0.27,2,2,2
E2W800,E2W800 2WAY BIB TAP,LOCAL STOCK,5,3,0.025,0.24,1,2,2
SIKAHYFLEX-140W/C17972101,SIKAFLEX-140 WHITE 600ML,LOCAL STOCK,5,3,0.025,0.27,2,2,2
"(523) 1/2"" B.SPRING CHECK VALV","1/2"" B.SPRING CHECK VALVE",LOCAL STOCK,5,4,0.0333,0.37,2,2,2
SD8801 26MM DEMOLITION HAMMER,SD8801 C/LESS 26MM DEMOLITION HAMMER,CHINA STOCK,45,1,0.0083,0.09,2,2,2
EMERGENCY TOW ROPE 12MM X 4MTR,EMERGENCY TOW ROPE 12MM X 4M,CHINA STOCK,45,1,0.0083,0.09,2,2,2
"20MMX1/2"" PPRTFS(P/TS)","20x1/2"" PPR F.SOC(P/T)",CHINA STOCK,45,1,0.0083,0.09,2,2,2
ELEGANT DESIGN 250X400MM L BRAC WHT,ELEGANT 250X400MM L BRAC WHT,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SD8902 26MM DEMOLITION HAMMER,SD8902 C/LESS 26MM DEMOLITION HAMMER,CHINA STOCK,45,1,0.0083,0.09,2,2,2
ZINCSHEET3538,35# X 3' X 8' ZINC SHEET,LOCAL STOCK,5,7,0.0583,0.24,1,2,2
E93BP2G,ENERGIZER MAX C 2 PC,LOCAL STOCK,5,4,0.0333,0.26,1,2,2
"ZN15 ZOZEN 6"" ADJ. DISTANCE MEASURING WHEEL","6""  ADJ. DISTANCE MEASURING WHEEL",CHINA STOCK,45,1,0.0083,0.09,2,2,2
20MM YINJIAHONG TCT HOLE SAW,20MM TCT HOLE SAW,CHINA STOCK,45,1,0.0083,0.09,2,2,2
ELECTROLITE SANDER POLISHER,ELECTROLITE SANDER POLISHER,CHINA STOCK,45,1,0.0083,0.09,2,2,2
ZP-620 ACE BRAND,"ZP620 DRYWALL/S #6x3/4""",CHINA STOCK,45,1,0.0083,0.09,2,2,2
"EA2310 10"" CABLE CUTTER","10"" CABLE CUTTER",CHINA STOCK,45,1,0.0083,0.09,2,2,2
EAGLE 2030DL 20M HOSE REEL SET (YELLOW),2030DL 20M HOSE REEL W/WHEEL,CHINA STOCK,45,1,0.0083,0.09,2,2,2
EAGLE 2030S 20M HOSE REEL SET (GREY HOSE),2030S 20M HOSE REEL,CHINA STOCK,45,1,0.0083,0.09,2,2,2
EAGLE 3050DL 30M HOSE REEL SET (GREY HOSE),3050DL 30M HOSE REEL W/WHEEL,CHINA STOCK,45,1,0.0083,0.09,2,2,2
EAGLE 3230S 30M HOSE REEL SET (BLK CLEAR HOSE),3230S 30M HOSE REEL SET,CHINA STOCK,45,1,0.0083,0.09,2,2,2
EAGLE EG-S4002-10M TRANS GARDEN HOSE W/BLK LINE,10M GARDEN HOSE BLK LINE W/ADAP,CHINA STOCK,45,1,0.0083,0.09,2,2,2
EAGLE GARDEN EG-3100 HOSE HANGER BLACK,EG-3100 HOSE HANGER BLACK,CHINA STOCK,45,1,0.0083,0.09,2,2,2
2.5M+2.5M A-TYPE TELESCOPIC LADDER 16STEP,2.5M+2.5M  D/SIDED TELESCOPIC LADDER 16Step,CHINA STOCK,45,1,0.0083,0.09,2,2,2
2.5MM JH JOBBER DRILL BIT,2.5MM JH JOBBER DRILL BIT,LOCAL STOCK,5,6,0.05,0.25,1,2,2
20MM RATCHET HAND SOCKET 6POINT,1/2??R.SOCKET 6PT M20,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SHENGDA U-LOCK W/ KEY,SHENGDA U-LOCK W/ KEY,CHINA STOCK,45,1,0.0083,0.09,2,2,2
EAGLE GARDEN EG-368 HOSE CONNECTOR WITH CLIP,EG-368 HOSE CONNECTOR W/CLIP,CHINA STOCK,45,1,0.0083,0.09,2,2,2
EAGLE GARDEN EG-601 2IN1 SPRAY GUN NOZZLE,EG-601 2IN1 SPRAY GUN NOZZLE,CHINA STOCK,45,1,0.0083,0.09,2,2,2
2.8KG CHARCOAL WOOD BBQ,3KG+- ARANG KAYU,LOCAL STOCK,5,5,0.0417,0.27,2,2,2
20MM KHHS,20MM HSS HOLE SAW,LOCAL STOCK,5,6,0.05,0.22,1,2,2
EAGLE GARDEN EG-828 8 FUNCTION SPRAY GUN NOZZLE,EG-828 8 FUNC SPRAY GUN NOZZLE,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SGCD-4500-BG/GG,SGCD-4500/60MM/GG/ET,LOCAL STOCK,5,4,0.0333,0.29,2,2,2
SHARK GRIP 5MX50MM ANTI SLIP TAPE BLK,ANTI SLIP TAPE BLK 5MX50MM,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SGTL-6314-SNET,SGTL-6314 TUBULAR LOCK,LOCAL STOCK,5,5,0.0417,0.27,2,2,2
20 X 20MM PLASTIC L BRACKET,20x20MM PLASTIC L BRAC,LOCAL STOCK,5,3,0.025,0.27,2,2,2
EAV902SS,EAV902SS 3W ANGLE VALVE,LOCAL STOCK,5,5,0.0417,0.24,1,2,2
ZS-12708 TREE PRUNER W/METAL EXTENSION POLE,ZS12708 H/D TREE PRUNER 2.4M METAL POLE,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SH-S9,SH-S9 SENSOR HEADLAMP,CHINA STOCK,45,1,0.0083,0.09,2,2,2
ECR2025BS2,ENERGIZER LI COIN 2025 BS2,LOCAL STOCK,5,5,0.0417,0.3,2,2,2
20-216 MULTI FUCTION FILTER,20-216 MULTI FUCTION FILTER,CHINA STOCK,45,1,0.0083,0.09,2,2,2
DH-0289 250X14MM CHISEL FLAT,DH-0289 250X14MM CHISEL FLAT,CHINA STOCK,45,1,0.0083,0.09,2,2,2
SW012,4P ROCKET SWITCH-MIX COL,LOCAL STOCK,5,6,0.05,0.25,1,2,2
EBP301SS,301SS PILLAR BASIN TAP,LOCAL STOCK,5,4,0.0333,0.22,1,1,2
EBP508SS,508SS BASIN TAP,LOCAL STOCK,5,3,0.025,0.2,1,1,2
EBP8085SS,8085SS BASIN TAP,LOCAL STOCK,5,5,0.0417,0.2,1,1,2
EBP8088SS,8088SS BASIN TAP,LOCAL STOCK,5,3,0.025,0.16,1,1,2
EBW300,EBW 300 ELISE WALL BIB TAP,LOCAL STOCK,5,3,0.025,0.16,1,1,2
EBW304SS,304SS WALL BIB TAP,LOCAL STOCK,5,4,0.0333,0.18,1,1,2
EBW400,EBW400 WALL BIB TAP,LOCAL STOCK,5,3,0.025,0.16,1,1,2
EBW5,EBW5 WALL BIB TAP,LOCAL STOCK,5,3,0.025,0.16,1,1,2
ECW9V,9V BATTERY END CAP,LOCAL STOCK,5,3,0.025,0.2,1,1,2
EDC01,DN-51 DOOR CLOSER,LOCAL STOCK,5,3,0.025,0.16,1,1,2
EH-1100A,1100A STAND RETRTA HANGER,LOCAL STOCK,5,3,0.025,0.16,1,1,2
EAV3096BK,3096BK M.BLK ANGLE VALVE,LOCAL STOCK,5,3,0.025,0.2,1,1,2
E92BP4M N,ENERGIZER MAX AAA 4PCS,LOCAL STOCK,5,5,0.0417,0.2,1,1,2
E91BP8M,ENERGIZER MAX AA 8PCS,LOCAL STOCK,5,3,0.025,0.16,1,1,2
E91BP2M,ENERGIZER MAX AA 2 PC,LOCAL STOCK,5,5,0.0417,0.2,1,1,2
ELH0509 SINGLE S/S 0.3MM GAS STOVE,ELH0509SINGLE S/S 0.3MM GAS STOVE-SIRIM,LOCAL STOCK,5,3,0.025,0.16,1,1,2
EP600,EP600 PILLAR SINK TAP,LOCAL STOCK,5,4,0.0333,0.18,1,1,2
E2W1001,1001 2WAY WALL BIB TAP,LOCAL STOCK,5,3,0.025,0.16,1,1,2
E.GLYPHOSATE 41 250ML,E.GLYPHOSATE 41 250ML,LOCAL STOCK,5,3,0.025,0.2,1,1,2
EPS 40A 1 POLE 6KA MCB,40A/1P 6KA MCB (EPS),LOCAL STOCK,5,3,0.025,0.2,1,1,2
EPS 40A 2 POLE  6KA MCB,40A/2P 6KA MCB (EPS),LOCAL STOCK,5,3,0.025,0.16,1,1,2
"ER (E10"") 32MM X 1""","32MMx1"" POLY MALE BEND",LOCAL STOCK,5,3,0.025,0.2,1,1,2
"ER (E11) 20MM X 1/2""","20x1/2"" POLY FEMALE BEND",LOCAL STOCK,5,3,0.025,0.16,1,1,2
"ER (E11) 25MM X 1/2""","25MMx1/2"" POLY FEMALE BEND",LOCAL STOCK,5,4,0.0333,0.18,1,1,2
E-KILL 33 1 LTR,E-KILL 33 1 LTR,LOCAL STOCK,5,4,0.0333,0.22,1,1,2
DVG600140/DAVCOGROUT7,3.5KG GROUT FILLA-BLACK 140,LOCAL STOCK,5,5,0.0417,0.2,1,1,2
"ER(E1)20MMX1/2""","20MM X 1/2"" POLY MTA",LOCAL STOCK,5,3,0.025,0.16,1,1,2
DUHENGMAX DH-HQ0691 800A ELECTRODO HOLDER,DH-HQ0691 800A ELECTRODO HOLDER,LOCAL STOCK,5,4,0.0333,0.18,1,1,2
